ID,release_date,movie,production_budget,domestic_gross,domestic_gross_x,worldwide_gross,worldwide_gross_x,worldwide (without USA),distributor,mpaa_rating,genre
1417,"Friday, October 1, 2010",Case 39,2.70E+07,13261851,0.5,28773827,1.1,15511976,Paramount †Vantage,R,Horror
926,"Friday, October 1, 2010",The Social Network,4.00E+07,96962694,2.4,224922135,5.6,127959441,Sony †Pictures,PG-13,Drama
466,"Friday, September 24, 2010",Wall Street 2: Money Never Sleeps,7.00E+07,52474616,0.7,137431619,2,84957003,20th†Century†Fox,PG-13,Drama
3155,"Friday, September 24, 2010",The Virginity Hit,2.00E+06,636706,0.3,636706,0.3,0,Sony †Pictures,R,Comedy
1738,"Friday, September 24, 2010",You Again,2.00E+07,25702053,1.3,32838945,1.6,7136892,Walt †Disney,PG,Comedy
2110,"Wednesday, September 22, 2010",You Will Meet a Tall Dark Stranger,1.50E+07,3247816,0.2,34247816,2.3,31000000,Sony †Pictures †Classics,R,Drama
1739,"Friday, September 17, 2010",Alpha and Omega 3D,2.00E+07,25107267,1.3,48958353,2.4,23851086,Lionsgate,PG,Adventure
2598,"Friday, September 17, 2010",Easy A,8.00E+06,58401464,7.3,76200721,9.5,17799257,Sony †Pictures,PG-13,Comedy
2722,"Friday, September 17, 2010",Incendies,6800000,6857096,1,16038343,2.4,9181247,Sony †Pictures †Classics,R,Drama
2411,"Friday, September 17, 2010",Devil,1.00E+07,33679655,3.4,63354114,6.3,29674459,Universal,PG-13,Horror
1063,"Friday, September 17, 2010",The Town,3.70E+07,92186262,2.5,152566881,4.1,60380619,Warner †Bros.,R,Drama
2111,"Wednesday, September 15, 2010",Never Let Me Go,1.50E+07,2434652,0.2,11173718,0.7,8739066,Fox †Searchlight,R,Drama
2888,"Friday, September 10, 2010","Lovely, Still",5.00E+06,127564,0,282687,0.1,155123,Monterey †Media,PG,Drama
646,"Friday, September 10, 2010",Resident Evil: Afterlife,57500000,60128566,1,295874190,5.1,235745624,Sony †Pictures,R,Horror
2229,"Friday, September 3, 2010",Machete,12500000,26593646,2.1,46370970,3.7,19777324,20th†Century†Fox,R,Action
2316,"Friday, September 3, 2010",San qiang pai an jing qi,1.20E+07,190946,0,310946,0,120000,Sony †Pictures †Classics,R,Drama
3177,"Friday, August 27, 2010",The Last Exorcism,1800000,41034350,22.8,70165900,39,29131550,Lionsgate,PG-13,Horror
2122,"Friday, August 27, 2010",Centurion,1.50E+07,123570,0,7885048,0.5,7761478,Magnolia †Pictures,R,Action
1211,"Friday, August 27, 2010",Takers,3.20E+07,57744720,1.8,70587268,2.2,12842548,Sony †Pictures,PG-13,Drama
1910,"Friday, August 20, 2010",Mao's Last Dancer,1.80E+07,4806750,0.3,25941437,1.4,21134687,Samuel †Goldwyn †Films,PG,Drama
1140,"Friday, August 20, 2010",Nanny McPhee and the Big Bang,3.50E+07,29197642,0.8,97799865,2.8,68602223,Universal,PG,Adventure
1949,"Friday, August 20, 2010",Lottery Ticket,1.70E+07,24719879,1.5,24719879,1.5,0,Warner †Bros.,PG-13,Comedy
1580,"Friday, August 20, 2010",Piranha 3D,2.40E+07,25003155,1,83660160,3.5,58657005,Weinstein/Dimension,R,Horror
1720,"Wednesday, August 18, 2010",Vampires Suck,2.00E+07,36661504,1.8,81424988,4.1,44763484,20th†Century†Fox,PG-13,Comedy
324,"Friday, August 13, 2010",The Expendables,8.20E+07,103068524,1.3,268268174,3.3,165199650,Lionsgate,R,Action
577,"Friday, August 13, 2010",Eat Pray Love,6.00E+07,80574010,1.3,206598789,3.4,126024779,Sony †Pictures,PG-13,Drama
2928,"Friday, August 13, 2010",Animal Kingdom,4200000,1044039,0.2,8078683,1.9,7034644,Sony †Pictures †Classics,R,Drama
313,"Friday, August 13, 2010",Scott Pilgrim vs. The World,8.50E+07,31611316,0.4,48056764,0.6,16445448,Universal,PG-13,Comedy
1818,"Friday, August 6, 2010",Middle Men,2.00E+07,754301,0,754301,0,0,Paramount †Vantage,R,Comedy
205,"Friday, August 6, 2010",The Other Guys,1.00E+08,119219978,1.2,170936470,1.7,51716492,Sony †Pictures,PG-13,Comedy
1296,"Friday, August 6, 2010",Step Up 3D,3.00E+07,42400223,1.4,165889117,5.5,123488894,Walt †Disney,PG-13,Drama
2714,"Friday, July 30, 2010",The Extra Man,7.00E+06,453377,0.1,492108,0.1,38731,Magnolia †Pictures,R,Comedy
486,"Friday, July 30, 2010",Dinner for Schmucks,6.90E+07,73026337,1.1,86796502,1.3,13770165,Paramount †Pictures,PG-13,Comedy
890,"Friday, July 30, 2010",Charlie St. Cloud,4.40E+07,31206263,0.7,48478084,1.1,17271821,Universal,PG-13,Drama
2067,"Friday, July 23, 2010",Ramona and Beezus,1.50E+07,26167002,1.7,27469621,1.8,1302619,20th†Century†Fox,G,Adventure
28,"Wednesday, July 14, 2010",The Sorcerer's Apprentice,1.60E+08,63150991,0.4,217986320,1.4,154835329,Walt †Disney,PG,Adventure
959,"Friday, July 9, 2010",Predators,4.00E+07,52000688,1.3,127234389,3.2,75233701,20th†Century†Fox,R,Action
2939,"Friday, July 9, 2010",The Kids Are All Right,4.00E+06,20811365,5.2,36275469,9.1,15464104,Focus †Features,R,Comedy
485,"Friday, July 9, 2010",Despicable Me,6.90E+07,251513985,3.6,543464573,7.9,291950588,Universal,PG,Adventure
61,"Thursday, July 1, 2010",The Last Airbender,1.50E+08,131772187,0.9,319713881,2.1,187941694,Paramount †Pictures,PG,Adventure
1566,"Wednesday, June 30, 2010",Love Ranch,2.50E+07,137885,0,146149,0,8264,NA,R,Drama
487,"Wednesday, June 30, 2010",The Twilight Saga: Eclipse,6.80E+07,300531751,4.4,706102828,10.4,405571077,Summit †Entertainment,PG-13,Drama
397,"Friday, June 25, 2010",Grown Ups,7.50E+07,162001186,2.2,272223430,3.6,110222244,Sony †Pictures,PG-13,Comedy
149,"Wednesday, June 23, 2010",Knight and Day,1.17E+08,76423035,0.7,258751370,2.2,182328335,20th†Century†Fox,PG-13,Action
2692,"Friday, June 18, 2010",Cyrus,7.00E+06,7468936,1.1,10062896,1.4,2593960,Fox †Searchlight,R,Comedy
2227,"Friday, June 18, 2010",The Killer Inside Me,1.30E+07,217277,0,3617277,0.3,3400000,IFC †Films,R,Drama
2476,"Friday, June 18, 2010",Io sono l 'amore,1.00E+07,5005465,0.5,15121528,1.5,10116063,Magnolia †Pictures,R,Drama
828,"Friday, June 18, 2010",Jonah Hex,4.70E+07,10547117,0.2,11022696,0.2,475579,Warner †Bros.,PG-13,Action
171,"Friday, June 11, 2010",The A-Team,1.10E+08,77222099,0.7,177241171,1.6,100019072,20th†Century†Fox,PG-13,Action
3134,"Friday, June 11, 2010",Winter's Bone,2.00E+06,6531503,3.3,16131551,8.1,9600048,Roadside †Attractions,R,Drama
780,"Friday, June 4, 2010",Marmaduke,5.00E+07,33644788,0.7,89895930,1.8,56251142,20th†Century†Fox,PG,Adventure
412,"Friday, June 4, 2010",Killers,7.50E+07,47059963,0.6,95572749,1.3,48512786,Lionsgate,PG-13,Action
2311,"Friday, June 4, 2010",Ondine,1.20E+07,550472,0,557545,0,7073,Magnolia †Pictures,PG-13,Drama
949,"Friday, June 4, 2010",Get Him to the Greek,4.00E+07,61153526,1.5,91455875,2.3,30302349,Universal,R,Comedy
1331,"Friday, June 4, 2010",Splice,3.00E+07,17010170,0.6,28542494,1,11532324,Warner †Bros.,R,Horror
484,"Friday, May 28, 2010",Agora,7.00E+07,619423,0,38992292,0.6,38372869,Newmarket †Films,R,Drama
911,"Friday, May 28, 2010",Micmacs,4.20E+07,1259693,0,11756922,0.3,10497229,Sony †Pictures †Classics,R,Comedy
237,"Thursday, May 27, 2010",Sex and the City 2,9.50E+07,95347692,1,294680778,3.1,199333086,Warner †Bros.,R,Comedy
2240,"Friday, May 21, 2010",Solitary Man,12500000,4360548,0.3,4360548,0.3,0,Anchor†Bay†Entertainment,R,Drama
16,"Friday, May 21, 2010",Shrek Forever After,1.65E+08,238736787,1.4,756244673,4.6,517507886,Paramount †Pictures,PG,Adventure
2459,"Friday, May 21, 2010",MacGruber,1.00E+07,8525600,0.9,8629895,0.9,104295,Universal,R,Comedy
2568,"Friday, May 14, 2010",Princess Kaiulani,9.00E+06,883887,0.1,883887,0.1,0,Roadside †Attractions,PG,Drama
1279,"Friday, May 14, 2010",Letters to Juliet,3.00E+07,53032453,1.8,82148538,2.7,29116085,Summit †Entertainment,PG,Drama
7,"Friday, May 7, 2010",Iron Man 2,1.70E+08,312433331,1.8,621156389,3.7,308723058,Paramount †Pictures,PG-13,Action
2710,"Friday, May 7, 2010",Mother and Child,7.00E+06,1110509,0.2,6537179,0.9,5426670,Sony †Pictures †Classics,R,Drama
2986,"Friday, April 30, 2010",The Good Heart,3800000,20930,0,340930,0.1,320000,Magnolia †Pictures,R,Drama
1158,"Friday, April 30, 2010",Furry Vengeance,3.50E+07,17630465,0.5,39340177,1.1,21709712,Summit †Entertainment,PG,Adventure
2514,"Friday, April 23, 2010",Joheunnom nabbeunnom isanghannom,1.00E+07,128486,0,42226657,4.2,42098171,NA,R,Action
1512,"Friday, April 23, 2010",The Losers,2.50E+07,23591432,0.9,29863840,1.2,6272408,Warner †Bros.,PG-13,Action
2591,"Friday, April 16, 2010",The City of Your Final Destination,8300000,493296,0.1,1353296,0.2,860000,Hyde †Park †Films,PG-13,Drama
2244,"Friday, April 16, 2010",The Perfect Game,12500000,1089445,0.1,3931367,0.3,2841922,Slowhand †Cinema,PG,Drama
671,"Friday, April 9, 2010",Date Night,5.50E+07,98711404,1.8,152269033,2.8,53557629,20th†Century†Fox,PG-13,Comedy
2919,"Friday, April 9, 2010",After.Life,4500000,108596,0,2481925,0.6,2373329,NA,R,Horror
3062,"Friday, April 9, 2010",Letters to God,3.00E+06,2848587,0.9,3237452,1.1,388865,Vivendi †Entertainment,PG,Drama
1695,"Friday, April 2, 2010",Why Did I Get Married Too?,2.00E+07,60095852,3,60831067,3,735215,Lionsgate,PG-13,Drama
2974,"Friday, April 2, 2010",Tau ming chong,4.00E+06,129078,0,38899792,9.7,38770714,NA,R,Action
2975,"Friday, April 2, 2010",Tau ming chong,4.00E+06,129078,0,38899792,9.7,38770714,NA,R,Action
2783,"Friday, April 2, 2010",The Greatest,6.00E+06,115862,0,117796,0,1934,Paladin,R,Drama
126,"Thursday, April 1, 2010",Clash of the Titans,1.25E+08,163214888,1.3,493214888,3.9,330000000,Warner †Bros.,PG-13,Action
1694,"Wednesday, March 31, 2010",The Last Song,2.00E+07,62950384,3.1,92678948,4.6,29728564,Walt †Disney,PG,Drama
1078,"Friday, March 26, 2010",Hot Tub Time Machine,3.60E+07,50269859,1.4,65967750,1.8,15697891,MGM,R,Comedy
19,"Friday, March 26, 2010",How to Train Your Dragon,1.65E+08,217581232,1.3,494870992,3,277289760,Paramount †Pictures,PG,Adventure
2037,"Friday, March 19, 2010",Diary of a Wimpy Kid,1.50E+07,64003625,4.3,76954311,5.1,12950686,20th†Century†Fox,PG,Adventure
2765,"Friday, March 19, 2010",City Island,6.00E+06,6671283,1.1,8173486,1.4,1502203,Anchor†Bay†Entertainment,PG-13,Comedy
2536,"Friday, March 19, 2010",The Runaways,9500000,3573673,0.4,5278632,0.6,1704959,Apparition,R,Drama
1221,"Friday, March 19, 2010",Repo Men,3.20E+07,13942007,0.4,18195238,0.6,4253231,Universal,R,Action
2153,"Friday, March 12, 2010",Our Family Wedding,1.40E+07,20255281,1.4,21410546,1.5,1155265,Fox †Searchlight,PG-13,Comedy
1990,"Friday, March 12, 2010",Remember Me,1.60E+07,19068240,1.2,56506120,3.5,37437880,Summit †Entertainment,PG-13,Drama
223,"Friday, March 12, 2010",Green Zone,1.00E+08,35497337,0.4,97523020,1,62025683,Universal,R,Drama
2014,"Friday, February 26, 2010",The Yellow Handkerchief,15500000,318623,0,318623,0,0,Samuel †Goldwyn †Films,PG-13,Drama
2220,"Friday, February 26, 2010",Un Proph√®te,1.30E+07,2087720,0.2,19910624,1.5,17822904,Sony †Pictures †Classics,R,Drama
1068,"Friday, February 26, 2010",Cop Out,3.70E+07,44875481,1.2,55909910,1.5,11034429,Warner †Bros.,R,Comedy
2989,"Friday, February 19, 2010",Defendor,3750000,44462,0,44462,0,0,NA,R,Drama
2516,"Friday, February 19, 2010",Blood Done Sign My Name,1.00E+07,109383,0,109383,0,0,Paladin,PG-13,Drama
2589,"Friday, February 12, 2010",My Name is Khan,8470000,4046336,0.5,42355526,5,38309190,Fox †Searchlight,PG-13,Drama
67,"Friday, February 12, 2010",The Wolfman,1.50E+08,62189884,0.4,142634358,1,80444474,Universal,R,Horror
1463,"Friday, February 5, 2010",Dear John,2.50E+07,80014842,3.2,142033509,5.7,62018667,Sony †Pictures,PG-13,Drama
3311,"Friday, January 29, 2010",Zombies of Mass Destruction,1.00E+06,0,0,0,0,0,After Dark,R,Comedy
606,"Friday, January 29, 2010",Edge of Darkness,6.00E+07,43313890,0.7,82812456,1.4,39498566,Warner †Bros.,R,Drama
815,"Friday, January 22, 2010",Tooth Fairy,4.80E+07,60022256,1.3,112610386,2.3,52588130,20th†Century†Fox,PG,Adventure
1236,"Friday, January 22, 2010",Extraordinary Measures,3.10E+07,12482741,0.4,15826984,0.5,3344243,CBS †Films,PG,Drama
3349,"Friday, January 22, 2010",To Save a Life,5.00E+05,3777210,7.6,3824868,7.6,47658,Samuel †Goldwyn †Films,PG-13,Drama
1400,"Friday, January 15, 2010",The Spy Next Door,2.80E+07,24307106,0.9,46752858,1.7,22445752,Lionsgate,PG,Adventure
1904,"Friday, January 15, 2010",The Last Station,1.80E+07,6617867,0.4,15696146,0.9,9078279,Sony †Pictures †Classics,R,Drama
347,"Friday, January 15, 2010",The Book of Eli,8.00E+07,94835059,1.2,158750817,2,63915758,Warner †Bros.,R,Action
1731,"Friday, January 8, 2010",Daybreakers,2.00E+07,30101577,1.5,51445503,2.6,21343926,Lionsgate,R,Horror
1896,"Friday, January 8, 2010",Youth in Revolt,1.80E+07,15285588,0.8,19685588,1.1,4400000,Weinstein/Dimension,R,Comedy
1346,"Friday, December 25, 2009",The Imaginarium of Doctor Parnassus,3.00E+07,7689607,0.3,64352607,2.1,56663000,Sony †Pictures †Classics,PG-13,Adventure
258,"Friday, December 25, 2009",Sherlock Holmes,9.00E+07,209028679,2.3,498438212,5.5,289409533,Warner †Bros.,PG-13,Adventure
1166,"Friday, December 18, 2009",The Young Victoria,3.50E+07,11001272,0.3,31878891,0.9,20877619,Apparition,PG,Drama
2578,"Wednesday, December 16, 2009",Crazy Heart,8500000,39471742,4.6,47417251,5.6,7945509,Fox †Searchlight,R,Drama
242,"Friday, December 11, 2009",The Lovely Bones,9.50E+07,44114232,0.5,94894448,1,50780216,Paramount †Pictures,PG-13,Drama
610,"Friday, December 11, 2009",Invictus,6.00E+07,37491364,0.6,124514011,2.1,87022647,Warner †Bros.,PG-13,Drama
2689,"Friday, December 11, 2009",A Single Man,7.00E+06,9176000,1.3,28142379,4,18966379,Weinstein †Co.,R,Drama
1438,"Friday, December 4, 2009",Brothers,2.60E+07,28544157,1.1,45043870,1.7,16499713,Lionsgate,R,Drama
1783,"Friday, December 4, 2009",Everybody's Fine,2.00E+07,9208876,0.5,9208876,0.5,0,Miramax,PG-13,Drama
1257,"Friday, December 4, 2009",Up in the Air,3.00E+07,83823381,2.8,166842739,5.6,83019358,Paramount †Pictures,R,Drama
1563,"Wednesday, November 25, 2009",Me and Orson Welles,2.50E+07,1190003,0,1190003,0,0,Freestyle †Releasing,PG-13,Drama
185,"Wednesday, November 25, 2009",The Princess and the Frog,1.05E+08,104400899,1,270997378,2.6,166596479,Walt †Disney,G,Adventure
1119,"Wednesday, November 25, 2009",Old Dogs,3.50E+07,49492060,1.4,95104304,2.7,45612244,Walt †Disney,PG,Comedy
776,"Wednesday, November 25, 2009",Ninja Assassin,5.00E+07,38122883,0.8,62209892,1.2,24087009,Warner †Bros.,R,Action
1553,"Wednesday, November 25, 2009",The Road,2.50E+07,8114270,0.3,29206732,1.2,21092462,Weinstein †Co.,R,Drama
1028,"Friday, November 20, 2009",Red Cliff,4.00E+07,627047,0,119627047,3,119000000,Magnolia †Pictures,R,Action
609,"Friday, November 20, 2009",Planet 51,6.00E+07,42194060,0.7,108996113,1.8,66802053,Sony †Pictures,PG,Adventure
727,"Friday, November 20, 2009",The Twilight Saga: New Moon,5.00E+07,296623634,5.9,687557727,13.8,390934093,Summit †Entertainment,PG-13,Drama
1093,"Friday, November 20, 2009",The Blind Side,3.50E+07,255959475,7.3,305705794,8.7,49746319,Warner †Bros.,PG-13,Drama
1003,"Friday, November 13, 2009",Fantastic Mr. Fox,4.00E+07,21002919,0.5,47083412,1.2,26080493,20th†Century†Fox,PG,Adventure
802,"Friday, November 13, 2009",The Boat That Rocked,5.00E+07,8017467,0.2,37472651,0.7,29455184,Focus †Features,R,Comedy
2734,"Friday, November 13, 2009",The Messenger,6500000,1109660,0.2,1744952,0.3,635292,Oscilloscope †Pictures,R,Drama
2319,"Saturday, November 7, 2009",Nanjing! Nanjing!,1.20E+07,122558,0,20122558,1.7,20000000,Kino †International,R,Drama
2537,"Friday, October 30, 2009",Gentlemen Broncos,9500000,115155,0,119955,0,4800,Fox †Searchlight,PG-13,Comedy
3298,"Friday, October 30, 2009",The House of the Devil,1.00E+06,101215,0.1,102812,0.1,1597,Magnolia †Pictures,R,Horror
1013,"Friday, October 23, 2009",Amelia,4.00E+07,14279575,0.4,19756077,0.5,5476502,Fox †Searchlight,PG,Drama
2517,"Friday, October 23, 2009",Motherhood,1.00E+07,93388,0,723388,0.1,630000,Freestyle †Releasing,PG-13,Comedy
2346,"Friday, October 23, 2009",Saw VI,1.10E+07,27693292,2.5,69752402,6.3,42059110,Lionsgate,R,Horror
2123,"Friday, October 23, 2009",Ong-Bak 2,1.50E+07,102458,0,7583050,0.5,7480592,Magnolia †Pictures,R,Action
535,"Friday, October 23, 2009",Astro Boy,6.50E+07,19551067,0.3,41636243,0.6,22085176,Summit †Entertainment,PG,Adventure
2522,"Friday, October 16, 2009",Janky Promoters,1.00E+07,9069,0,9069,0,0,Third †Rail,R,Comedy
211,"Friday, October 16, 2009",Where the Wild Things Are,1.00E+08,77233467,0.8,99123656,1,21890189,Warner †Bros.,PG,Adventure
3222,"Friday, October 9, 2009",Trucker,1500000,52429,0,52429,0,0,Monterey †Media,R,Drama
2329,"Friday, October 9, 2009",St. Trinian 's,11400000,15000,0,29830239,2.6,29815239,NeoClassics †Films,PG-13,Comedy
2646,"Friday, October 9, 2009",An Education,7500000,12574914,1.7,29652736,4,17077822,Sony †Pictures †Classics,PG-13,Drama
2739,"Friday, October 9, 2009",The Damned United,6400000,449865,0.1,4199874,0.7,3750009,Sony †Pictures †Classics,R,Drama
563,"Friday, October 9, 2009",Couples Retreat,6.00E+07,109205660,1.8,172450423,2.9,63244763,Universal,PG-13,Comedy
2688,"Friday, October 2, 2009",A Serious Man,7.00E+06,9228788,1.3,30360570,4.3,21131782,Focus †Features,R,Comedy
2085,"Friday, October 2, 2009",Whip It,1.50E+07,13077184,0.9,18889972,1.3,5812788,Fox †Searchlight,PG-13,Comedy
1591,"Friday, October 2, 2009",Zombieland,23600000,75590286,3.2,102236596,4.3,26646310,Sony †Pictures,R,Comedy
1854,"Friday, October 2, 2009",The Invention of Lying,18500000,18451251,1,32679264,1.8,14228013,Warner †Bros.,PG-13,Comedy
2708,"Friday, September 25, 2009",I Hope They Serve Beer in Hell,7.00E+06,1429299,0.2,1429453,0.2,154,Freestyle †Releasing,R,Comedy
1019,"Friday, September 25, 2009",Pandorum,4.00E+07,10330853,0.3,17033431,0.4,6702578,Overture †Films,R,Horror
3365,"Friday, September 25, 2009",Paranormal Activity,450000,107918810,239.8,194183034,431.5,86264224,Paramount †Pictures,R,Horror
1610,"Friday, September 25, 2009",Coco avant Chanel,2.30E+07,6113834,0.3,50813834,2.2,44700000,Sony †Pictures †Classics,PG-13,Drama
364,"Friday, September 25, 2009",Surrogates,8.00E+07,38577772,0.5,119668350,1.5,81090578,Walt †Disney,PG-13,Action
3280,"Friday, September 18, 2009",The Secrets of Jonathan Sperry,1.00E+06,1355079,1.4,1355079,1.4,0,Five †& †Two †Pictures,PG,Drama
1825,"Friday, September 18, 2009",The Burning Plain,2.00E+07,200730,0,1167092,0.1,966362,Magnolia †Pictures,R,Drama
204,"Friday, September 18, 2009",Cloudy with a Chance of Meatballs,1.00E+08,124870275,1.2,236827677,2.4,111957402,Sony †Pictures,PG,Adventure
1887,"Friday, September 18, 2009",Love Happens,1.80E+07,22965110,1.3,36133014,2,13167904,Universal,PG-13,Drama
2586,"Thursday, September 17, 2009",Bright Star,8500000,4444637,0.5,17220091,2,12775454,Apparition,PG,Drama
1837,"Friday, September 11, 2009",I Can Do Bad All By Myself,1.90E+07,51733921,2.7,51733921,2.7,0,Lionsgate,PG-13,Comedy
2233,"Friday, September 11, 2009",Sorority Row,12500000,11965282,1,26735797,2.1,14770515,Summit †Entertainment,R,Horror
793,"Friday, September 4, 2009",Gamer,5.00E+07,20534907,0.4,42002029,0.8,21467122,Lionsgate,R,Action
2647,"Friday, September 4, 2009",Extract,7500000,10823158,1.4,10849158,1.4,26000,Miramax,R,Comedy
2520,"Friday, August 28, 2009",The Open Road,1.00E+07,19716,0,19716,0,0,Anchor†Bay†Entertainment,PG-13,Drama
947,"Friday, August 28, 2009",The Final Destination,4.00E+07,66477700,1.7,187384627,4.7,120906927,Warner †Bros.,R,Horror
2056,"Friday, August 28, 2009",Halloween 2,1.50E+07,33392973,2.2,38512850,2.6,5119877,Weinstein/Dimension,R,Horror
1374,"Wednesday, August 26, 2009",Taking Woodstock,2.90E+07,7460204,0.3,10066366,0.3,2606162,Focus †Features,R,Drama
2525,"Friday, August 21, 2009",Fifty Dead Men Walking,1.00E+07,0,0,997921,0.1,997921,Phase †4 †Films,R,Drama
1828,"Friday, August 21, 2009",Der Baader Meinhof Komplex,19700000,476270,0,16498827,0.8,16022557,Vitagraph †Films,R,Action
1742,"Friday, August 21, 2009",Shorts,2.00E+07,20919166,1,29870801,1.5,8951635,Warner †Bros.,PG,Adventure
447,"Friday, August 21, 2009",Inglourious Basterds,7.00E+07,120774594,1.7,316915264,4.5,196140670,Weinstein †Co.,R,Action
2891,"Friday, August 14, 2009",Grace,5.00E+06,8297,0,8297,0,0,Anchor†Bay†Entertainment,R,Horror
2447,"Friday, August 14, 2009","The Goods: Live Hard, Sell Hard",1.00E+07,15122676,1.5,15297318,1.5,174642,Paramount †Vantage,R,Comedy
1802,"Friday, August 14, 2009",Bandslam,2.00E+07,5210988,0.3,12967829,0.6,7756841,Summit †Entertainment,PG,Comedy
1188,"Friday, August 14, 2009",Gake no ue no Ponyo,3.40E+07,15090399,0.4,205312666,6,190222267,Walt †Disney,G,Adventure
1032,"Friday, August 14, 2009",The Time Traveler's Wife,3.90E+07,63414846,1.6,102332135,2.6,38917289,Warner †Bros.,PG-13,Drama
927,"Friday, August 7, 2009",Julie & Julia,4.00E+07,94125426,2.4,126646119,3.2,32520693,Sony †Pictures,PG-13,Comedy
870,"Friday, July 31, 2009",Aliens in the Attic,4.50E+07,25200412,0.6,59551283,1.3,34350871,20th†Century†Fox,PG,Adventure
3046,"Friday, July 31, 2009",The Collector,3.00E+06,7712114,2.6,10473836,3.5,2761722,Freestyle †Releasing,R,Horror
432,"Friday, July 31, 2009",Funny People,72500000,51855045,0.7,71880305,1,20025260,Universal,R,Comedy
3025,"Wednesday, July 29, 2009",Adam,3200000,2283291,0.7,2834485,0.9,551194,Fox †Searchlight,PG-13,Drama
63,"Friday, July 24, 2009",G-Force,1.50E+08,119436770,0.8,292817841,2,173381071,Walt †Disney,PG,Adventure
1711,"Friday, July 24, 2009",Orphan,2.00E+07,41596251,2.1,78769428,3.9,37173177,Warner †Bros.,R,Drama
3308,"Friday, July 17, 2009",The Poker House,1.00E+06,0,0,0,0,0,Phase †4 †Films,R,Drama
1898,"Friday, July 10, 2009","I Love You, Beth Cooper",1.80E+07,14800725,0.8,16382538,0.9,1581813,20th†Century†Fox,PG-13,Comedy
901,"Friday, July 10, 2009",Br√ºno,4.20E+07,60054530,1.4,138708527,3.3,78653997,Universal,R,Comedy
259,"Wednesday, July 1, 2009",Ice Age: Dawn of the Dinosaurs,9.00E+07,196573705,2.2,859701857,9.6,663128152,20th†Century†Fox,PG,Adventure
192,"Wednesday, July 1, 2009",Public Enemies,102500000,97104620,0.9,212282709,2.1,115178089,Universal,R,Drama
1611,"Friday, June 26, 2009",Ch√©ri,2.30E+07,2715657,0.1,2715657,0.1,0,Miramax,R,Drama
2079,"Friday, June 26, 2009",The Hurt Locker,1.50E+07,17017811,1.1,49894223,3.3,32876412,Summit †Entertainment,R,Drama
1408,"Friday, June 26, 2009",My Sister's Keeper,27500000,49200230,1.8,96673002,3.5,47472772,Warner †Bros.,PG-13,Drama
605,"Friday, June 19, 2009",Year One,6.00E+07,43337279,0.7,57604723,1,14267444,Sony †Pictures,PG-13,Comedy
700,"Friday, June 12, 2009",Imagine That,5.50E+07,16222392,0.3,16222392,0.3,0,Paramount †Pictures,PG,Adventure
174,"Friday, June 12, 2009",The Taking of Pelham 123,1.10E+08,65452312,0.6,152364370,1.4,86912058,Sony †Pictures,R,Action
1669,"Friday, June 5, 2009",Away We Go,2.10E+07,9451946,0.5,10108016,0.5,656070,Focus †Features,R,Comedy
219,"Friday, June 5, 2009",Land of the Lost,1.00E+08,49438370,0.5,69548641,0.7,20110271,Universal,PG-13,Comedy
1092,"Friday, June 5, 2009",The Hangover,3.50E+07,277322503,7.9,465764086,13.3,188441583,Warner †Bros.,R,Comedy
1297,"Friday, May 29, 2009",Drag Me To Hell,3.00E+07,42100625,1.4,91388487,3,49287862,Universal,PG-13,Horror
1507,"Friday, May 22, 2009",Dance Flick,2.50E+07,25794018,1,32224624,1.3,6430606,Paramount †Pictures,PG-13,Comedy
78,"Friday, May 8, 2009",Star Trek,1.40E+08,257730019,1.8,385680446,2.8,127950427,Paramount †Pictures,PG-13,Adventure
2969,"Friday, May 8, 2009",Adoration,4.00E+06,294244,0.1,384244,0.1,90000,Sony †Pictures †Classics,R,Drama
3041,"Friday, May 8, 2009",Next Day Air,3.00E+06,10027047,3.3,10172519,3.4,145472,Summit †Entertainment,R,Comedy
53,"Friday, May 1, 2009",X-Men Origins: Wolverine,1.50E+08,179883157,1.2,374825760,2.5,194942603,20th†Century†Fox,PG-13,Action
616,"Friday, April 24, 2009",The Soloist,6.00E+07,31853584,0.5,38522450,0.6,6668866,Paramount †Pictures,PG-13,Drama
948,"Friday, April 17, 2009",17 Again,4.00E+07,64167069,1.6,139474906,3.5,75307837,Warner †Bros.,PG-13,Comedy
1343,"Friday, April 10, 2009",Dragonball Evolution,3.00E+07,9362785,0.3,58228460,1.9,48865675,20th†Century†Fox,PG,Adventure
1259,"Friday, April 10, 2009",Hannah Montana the Movie,3.00E+07,79576189,2.7,169173206,5.6,89597017,Walt †Disney,G,Drama
1886,"Friday, April 10, 2009",Observe and Report,1.80E+07,24007324,1.3,27148898,1.5,3141574,Warner †Bros.,R,Comedy
292,"Friday, April 3, 2009",Fast & Furious,8.50E+07,155064265,1.8,363064265,4.3,208000000,Universal,PG-13,Action
1775,"Friday, March 27, 2009",12 Rounds,2.00E+07,12234694,0.6,17306648,0.9,5071954,20th†Century†Fox,PG-13,Action
942,"Friday, March 20, 2009","I Love You, Man",4.00E+07,72013010,1.8,92302502,2.3,20289492,Paramount †Pictures,R,Comedy
3163,"Friday, March 20, 2009",Super Capers,2.00E+06,30955,0,30955,0,0,Roadside †Attractions,PG,Adventure
2770,"Friday, March 13, 2009",Miss March,6.00E+06,4543320,0.8,4713059,0.8,169739,20th†Century†Fox,R,Comedy
